Date,Temp,CO,NO2,SO2,PM10,PM2_5
2018-02-18 0:00:00,-7,10,160,200,300,225
2018-02-18 1:00:00,0,4,160,200,450,75
2018-02-18 2:00:00,-9,10,40,200,750,225
2018-02-18 3:00:00,-4,4,80,50,750,375
2018-02-18 4:00:00,-17,2,40,100,750,300
2018-02-18 5:00:00,4,6,120,200,450,300
2018-02-18 6:00:00,-7,4,40,150,300,75
2018-02-18 7:00:00,8,6,200,250,750,150
2018-02-18 8:00:00,-7,4,200,250,300,300
2018-02-18 9:00:00,-1,2,160,50,150,300
2018-02-18 10:00:00,4,8,160,150,450,300
2018-02-18 11:00:00,-16,8,40,50,750,375
2018-02-18 12:00:00,13,2,200,200,450,300
2018-02-18 13:00:00,-13,10,160,50,300,300
2018-02-18 14:00:00,-1,6,40,100,450,375
2018-02-18 15:00:00,3,8,160,200,300,150
2018-02-18 16:00:00,-15,10,40,50,450,150
2018-02-18 17:00:00,-14,4,40,200,450,300
2018-02-18 18:00:00,11,8,40,150,300,225
2018-02-18 19:00:00,12,2,200,150,300,375
2018-02-18 20:00:00,-2,6,80,100,450,75
2018-02-18 21:00:00,-8,6,80,50,600,150
2018-02-18 22:00:00,4,10,200,100,150,75
2018-02-18 23:00:00,-3,10,120,150,600,225
