Date,Temp,CO,NO2,SO2,PM10,PM2_5
2018-07-02 0:00:00,-14,10,40,100,450,75
2018-07-02 1:00:00,8,4,120,200,300,150
2018-07-02 2:00:00,4,4,120,100,600,75
2018-07-02 3:00:00,16,10,120,150,750,225
2018-07-02 4:00:00,19,8,40,50,450,150
2018-07-02 5:00:00,13,2,80,150,150,375
2018-07-02 6:00:00,17,8,40,200,300,75
2018-07-02 7:00:00,5,8,200,150,750,300
2018-07-02 8:00:00,-17,10,40,100,300,375
2018-07-02 9:00:00,3,10,80,150,750,300
2018-07-02 10:00:00,-13,10,200,250,450,375
2018-07-02 11:00:00,12,2,80,50,300,300
2018-07-02 12:00:00,16,8,200,50,600,300
2018-07-02 13:00:00,7,6,40,250,600,75
2018-07-02 14:00:00,-15,6,120,50,300,300
2018-07-02 15:00:00,-9,8,80,200,750,150
2018-07-02 16:00:00,-5,8,80,200,600,300
2018-07-02 17:00:00,0,4,160,100,600,150
2018-07-02 18:00:00,13,6,120,150,300,75
2018-07-02 19:00:00,5,8,80,150,600,75
2018-07-02 20:00:00,3,4,40,200,150,375
2018-07-02 21:00:00,-5,2,160,100,750,375
2018-07-02 22:00:00,5,6,160,100,600,150
2018-07-02 23:00:00,2,8,80,250,300,375
