Date,Temp,CO,NO2,SO2,PM10,PM2_5
2018-01-14 0:00:00,2,6,120,100,600,150
2018-01-14 1:00:00,0,10,200,100,600,150
2018-01-14 2:00:00,-13,8,80,250,300,375
2018-01-14 3:00:00,-15,4,40,150,300,375
2018-01-14 4:00:00,-1,8,160,200,300,150
2018-01-14 5:00:00,5,10,80,150,750,75
2018-01-14 6:00:00,-6,6,80,50,600,225
2018-01-14 7:00:00,18,2,200,50,300,375
2018-01-14 8:00:00,7,8,80,250,600,150
2018-01-14 9:00:00,7,6,200,50,600,75
2018-01-14 10:00:00,-6,2,40,250,150,75
2018-01-14 11:00:00,-12,8,200,200,150,75
2018-01-14 12:00:00,-9,10,80,250,600,75
2018-01-14 13:00:00,-8,8,120,200,150,150
2018-01-14 14:00:00,6,10,40,200,300,225
2018-01-14 15:00:00,-14,2,80,250,150,225
2018-01-14 16:00:00,-5,4,200,100,600,150
2018-01-14 17:00:00,3,10,120,250,150,225
2018-01-14 18:00:00,6,4,80,100,450,150
2018-01-14 19:00:00,-2,4,200,250,150,300
2018-01-14 20:00:00,-12,2,120,50,750,150
2018-01-14 21:00:00,-15,8,200,150,600,75
2018-01-14 22:00:00,12,10,40,50,600,300
2018-01-14 23:00:00,-9,2,200,200,300,150
