Date,Temp,CO,NO2,SO2,PM10,PM2_5
2018-06-07 0:00:00,-11,6,160,150,450,375
2018-06-07 1:00:00,-16,4,40,150,600,150
2018-06-07 2:00:00,1,2,80,150,300,300
2018-06-07 3:00:00,11,6,200,150,450,300
2018-06-07 4:00:00,14,6,40,150,300,150
2018-06-07 5:00:00,15,6,160,100,750,375
2018-06-07 6:00:00,-12,2,80,150,300,150
2018-06-07 7:00:00,9,10,40,50,600,75
2018-06-07 8:00:00,4,8,200,250,150,225
2018-06-07 9:00:00,-13,8,40,50,600,225
2018-06-07 10:00:00,-12,6,40,250,750,150
2018-06-07 11:00:00,9,10,40,250,150,150
2018-06-07 12:00:00,-1,2,80,100,450,150
2018-06-07 13:00:00,4,10,120,50,150,150
2018-06-07 14:00:00,0,8,200,50,750,75
2018-06-07 15:00:00,10,2,80,250,300,150
2018-06-07 16:00:00,-16,10,40,150,150,150
2018-06-07 17:00:00,14,10,160,150,600,375
2018-06-07 18:00:00,18,4,40,200,300,225
2018-06-07 19:00:00,13,2,200,250,300,75
2018-06-07 20:00:00,3,6,200,100,150,150
2018-06-07 21:00:00,-5,4,200,50,300,225
2018-06-07 22:00:00,11,8,80,150,750,75
2018-06-07 23:00:00,-3,10,120,50,150,375
