Date,Temp,CO,NO2,SO2,PM10,PM2_5
2018-03-19 0:00:00,-13,10,120,250,150,75
2018-03-19 1:00:00,-3,8,160,250,300,225
2018-03-19 2:00:00,-10,2,160,150,750,75
2018-03-19 3:00:00,6,8,200,200,450,375
2018-03-19 4:00:00,18,4,160,100,300,300
2018-03-19 5:00:00,-11,6,40,250,750,150
2018-03-19 6:00:00,0,4,40,100,450,300
2018-03-19 7:00:00,-14,6,80,50,150,75
2018-03-19 8:00:00,-7,6,200,50,600,75
2018-03-19 9:00:00,-11,6,200,250,600,225
2018-03-19 10:00:00,10,4,160,200,750,75
2018-03-19 11:00:00,5,4,200,50,450,375
2018-03-19 12:00:00,16,4,120,150,150,75
2018-03-19 13:00:00,-18,10,160,150,150,375
2018-03-19 14:00:00,15,6,200,100,450,225
2018-03-19 15:00:00,-13,4,160,200,450,375
2018-03-19 16:00:00,7,8,200,100,750,300
2018-03-19 17:00:00,17,4,40,150,600,375
2018-03-19 18:00:00,17,10,40,50,450,225
2018-03-19 19:00:00,11,8,80,250,600,150
2018-03-19 20:00:00,-3,4,40,200,600,225
2018-03-19 21:00:00,-11,8,200,250,750,375
2018-03-19 22:00:00,12,4,200,50,150,375
2018-03-19 23:00:00,11,2,200,50,750,75
