Date,Temp,CO,NO2,SO2,PM10,PM2_5
2018-11-23 0:00:00,-1,2,120,150,450,375
2018-11-23 1:00:00,-4,6,80,200,450,75
2018-11-23 2:00:00,-12,6,120,150,450,225
2018-11-23 3:00:00,18,8,200,150,150,225
2018-11-23 4:00:00,4,6,200,250,150,300
2018-11-23 5:00:00,-16,10,160,200,150,75
2018-11-23 6:00:00,3,8,200,100,450,225
2018-11-23 7:00:00,-4,10,120,200,150,150
2018-11-23 8:00:00,-5,10,200,100,150,225
2018-11-23 9:00:00,-4,2,160,150,450,300
2018-11-23 10:00:00,-18,10,200,50,750,225
2018-11-23 11:00:00,7,2,80,200,750,150
2018-11-23 12:00:00,2,6,160,200,450,75
2018-11-23 13:00:00,18,8,80,150,150,300
2018-11-23 14:00:00,-13,10,160,250,750,75
2018-11-23 15:00:00,0,10,200,200,150,375
2018-11-23 16:00:00,-8,6,40,200,150,150
2018-11-23 17:00:00,18,10,40,200,600,225
2018-11-23 18:00:00,-2,8,200,150,150,300
2018-11-23 19:00:00,8,10,80,250,600,75
2018-11-23 20:00:00,10,2,120,50,150,75
2018-11-23 21:00:00,-10,10,80,200,150,225
2018-11-23 22:00:00,-13,4,40,250,300,75
2018-11-23 23:00:00,-19,8,80,50,300,150
