Date,Temp,CO,NO2,SO2,PM10,PM2_5
2018-05-26 0:00:00,5,10,120,200,450,150
2018-05-26 1:00:00,19,6,200,250,300,75
2018-05-26 2:00:00,12,10,80,50,150,375
2018-05-26 3:00:00,3,6,120,250,150,75
2018-05-26 4:00:00,4,10,120,100,450,375
2018-05-26 5:00:00,19,2,120,250,450,75
2018-05-26 6:00:00,13,8,80,250,600,225
2018-05-26 7:00:00,8,8,200,150,750,225
2018-05-26 8:00:00,-13,10,40,200,150,75
2018-05-26 9:00:00,10,4,160,250,600,300
2018-05-26 10:00:00,7,10,200,250,750,225
2018-05-26 11:00:00,10,6,40,250,450,375
2018-05-26 12:00:00,-7,8,40,50,750,150
2018-05-26 13:00:00,3,4,40,200,750,375
2018-05-26 14:00:00,13,4,80,50,150,75
2018-05-26 15:00:00,13,4,200,50,300,225
2018-05-26 16:00:00,17,2,160,250,450,75
2018-05-26 17:00:00,4,2,200,250,750,75
2018-05-26 18:00:00,4,8,80,50,150,75
2018-05-26 19:00:00,-13,4,80,100,750,300
2018-05-26 20:00:00,-13,2,40,250,300,150
2018-05-26 21:00:00,16,8,120,100,750,375
2018-05-26 22:00:00,18,6,40,50,150,150
2018-05-26 23:00:00,8,8,40,250,450,150
