Date,Temp,CO,NO2,SO2,PM10,PM2_5
2018-11-19 0:00:00,-8,6,160,250,450,225
2018-11-19 1:00:00,6,6,40,150,300,75
2018-11-19 2:00:00,14,8,160,200,450,150
2018-11-19 3:00:00,-13,10,80,250,750,300
2018-11-19 4:00:00,-7,2,120,150,300,375
2018-11-19 5:00:00,19,4,160,150,600,300
2018-11-19 6:00:00,5,8,40,250,600,300
2018-11-19 7:00:00,-9,4,120,100,600,375
2018-11-19 8:00:00,-2,4,120,150,600,300
2018-11-19 9:00:00,-14,10,160,150,450,75
2018-11-19 10:00:00,2,2,160,250,150,150
2018-11-19 11:00:00,-11,2,160,100,150,375
2018-11-19 12:00:00,-1,6,80,150,450,75
2018-11-19 13:00:00,-15,10,40,200,150,150
2018-11-19 14:00:00,2,4,200,150,300,225
2018-11-19 15:00:00,-18,6,200,50,600,225
2018-11-19 16:00:00,-18,8,200,100,600,225
2018-11-19 17:00:00,15,8,80,50,600,300
2018-11-19 18:00:00,-9,8,80,100,600,75
2018-11-19 19:00:00,11,10,160,50,450,150
2018-11-19 20:00:00,-9,10,200,100,450,150
2018-11-19 21:00:00,-18,8,120,150,600,300
2018-11-19 22:00:00,-19,10,40,200,600,75
2018-11-19 23:00:00,7,6,120,250,750,150
