Date,Temp,CO,NO2,SO2,PM10,PM2_5
2018-07-13 0:00:00,5,10,40,100,750,375
2018-07-13 1:00:00,14,10,120,150,300,75
2018-07-13 2:00:00,19,6,200,200,450,75
2018-07-13 3:00:00,3,2,40,200,600,225
2018-07-13 4:00:00,0,8,160,150,150,225
2018-07-13 5:00:00,-16,6,200,250,600,75
2018-07-13 6:00:00,5,6,40,150,150,75
2018-07-13 7:00:00,2,8,80,200,450,150
2018-07-13 8:00:00,-17,10,160,100,450,225
2018-07-13 9:00:00,-12,10,40,200,450,300
2018-07-13 10:00:00,7,10,120,200,600,300
2018-07-13 11:00:00,16,2,120,150,600,375
2018-07-13 12:00:00,18,4,120,150,600,225
2018-07-13 13:00:00,2,10,200,250,300,375
2018-07-13 14:00:00,-10,2,120,50,150,150
2018-07-13 15:00:00,9,2,40,150,600,300
2018-07-13 16:00:00,16,6,80,150,600,75
2018-07-13 17:00:00,4,4,40,50,300,150
2018-07-13 18:00:00,-1,10,40,150,600,150
2018-07-13 19:00:00,-15,10,40,100,300,75
2018-07-13 20:00:00,-16,4,120,100,450,75
2018-07-13 21:00:00,-2,8,120,100,600,150
2018-07-13 22:00:00,-18,8,40,250,150,225
2018-07-13 23:00:00,8,4,40,100,450,300
