Date,Temp,CO,NO2,SO2,PM10,PM2_5
2018-02-09 0:00:00,4,6,120,100,450,225
2018-02-09 1:00:00,-5,6,120,200,150,150
2018-02-09 2:00:00,1,6,120,150,150,75
2018-02-09 3:00:00,-3,6,120,100,450,300
2018-02-09 4:00:00,18,2,200,250,450,150
2018-02-09 5:00:00,19,6,160,250,300,150
2018-02-09 6:00:00,-8,2,200,150,750,75
2018-02-09 7:00:00,2,2,200,150,450,225
2018-02-09 8:00:00,2,6,120,200,150,300
2018-02-09 9:00:00,-16,2,120,50,150,300
2018-02-09 10:00:00,-1,6,160,100,150,300
2018-02-09 11:00:00,-8,8,40,100,300,75
2018-02-09 12:00:00,-5,6,80,100,450,75
2018-02-09 13:00:00,-14,8,120,150,450,375
2018-02-09 14:00:00,3,2,80,50,600,300
2018-02-09 15:00:00,-3,4,80,250,750,225
2018-02-09 16:00:00,5,8,40,200,300,300
2018-02-09 17:00:00,-1,2,40,200,750,150
2018-02-09 18:00:00,-12,2,120,50,300,75
2018-02-09 19:00:00,1,8,200,200,150,75
2018-02-09 20:00:00,-1,6,200,150,600,150
2018-02-09 21:00:00,14,10,80,150,300,150
2018-02-09 22:00:00,-13,4,80,200,600,225
2018-02-09 23:00:00,-9,6,120,250,600,225
