Date,Temp,CO,NO2,SO2,PM10,PM2_5
2018-12-28 0:00:00,14,6,120,100,150,75
2018-12-28 1:00:00,-4,8,80,50,600,75
2018-12-28 2:00:00,13,2,120,150,150,75
2018-12-28 3:00:00,-14,6,120,150,750,225
2018-12-28 4:00:00,-2,6,200,200,600,225
2018-12-28 5:00:00,-3,4,200,200,300,225
2018-12-28 6:00:00,-11,10,40,150,750,150
2018-12-28 7:00:00,12,10,120,250,750,150
2018-12-28 8:00:00,1,8,40,250,150,75
2018-12-28 9:00:00,15,6,200,250,150,300
2018-12-28 10:00:00,13,2,160,50,600,225
2018-12-28 11:00:00,16,4,40,50,450,225
2018-12-28 12:00:00,7,8,40,150,300,75
2018-12-28 13:00:00,18,8,80,250,750,375
2018-12-28 14:00:00,8,4,200,50,750,75
2018-12-28 15:00:00,-13,2,40,200,300,75
2018-12-28 16:00:00,0,6,160,100,450,150
2018-12-28 17:00:00,-19,2,40,100,600,300
2018-12-28 18:00:00,-18,4,40,150,600,300
2018-12-28 19:00:00,-12,2,40,100,600,150
2018-12-28 20:00:00,6,10,40,200,150,300
2018-12-28 21:00:00,-13,6,80,100,300,75
2018-12-28 22:00:00,17,2,80,50,600,75
2018-12-28 23:00:00,-12,2,200,200,150,300
