Date,Temp,CO,NO2,SO2,PM10,PM2_5
2018-07-24 0:00:00,19,10,40,250,600,75
2018-07-24 1:00:00,-5,2,80,100,300,225
2018-07-24 2:00:00,3,6,160,100,600,75
2018-07-24 3:00:00,-13,8,40,200,600,375
2018-07-24 4:00:00,-18,4,40,50,450,150
2018-07-24 5:00:00,8,8,200,150,750,225
2018-07-24 6:00:00,-3,6,40,150,150,375
2018-07-24 7:00:00,12,8,40,250,300,375
2018-07-24 8:00:00,11,4,200,100,300,150
2018-07-24 9:00:00,-10,4,40,250,750,225
2018-07-24 10:00:00,17,4,80,50,450,300
2018-07-24 11:00:00,-7,6,200,100,600,375
2018-07-24 12:00:00,18,2,120,200,750,150
2018-07-24 13:00:00,-17,10,160,200,600,75
2018-07-24 14:00:00,-10,4,160,200,750,225
2018-07-24 15:00:00,-15,2,40,150,450,225
2018-07-24 16:00:00,15,4,80,50,300,300
2018-07-24 17:00:00,-10,8,80,250,450,75
2018-07-24 18:00:00,-6,10,80,200,300,225
2018-07-24 19:00:00,5,6,40,250,750,225
2018-07-24 20:00:00,-17,4,160,100,300,375
2018-07-24 21:00:00,-7,2,80,250,300,225
2018-07-24 22:00:00,-7,8,120,150,300,75
2018-07-24 23:00:00,-9,10,120,200,750,300
