Date,Temp,CO,NO2,SO2,PM10,PM2_5
2018-09-09 0:00:00,17,8,200,150,600,225
2018-09-09 1:00:00,-1,2,40,200,150,225
2018-09-09 2:00:00,2,8,120,200,450,300
2018-09-09 3:00:00,4,2,200,250,300,225
2018-09-09 4:00:00,15,2,80,150,750,75
2018-09-09 5:00:00,-18,4,40,100,150,150
2018-09-09 6:00:00,17,2,200,150,450,225
2018-09-09 7:00:00,0,6,120,100,450,375
2018-09-09 8:00:00,1,8,120,50,600,225
2018-09-09 9:00:00,7,6,40,50,450,150
2018-09-09 10:00:00,12,4,160,250,750,375
2018-09-09 11:00:00,-8,8,200,100,300,300
2018-09-09 12:00:00,1,2,40,200,450,150
2018-09-09 13:00:00,15,10,80,150,450,75
2018-09-09 14:00:00,-6,10,200,100,750,375
2018-09-09 15:00:00,-18,8,160,100,600,75
2018-09-09 16:00:00,-14,6,200,50,450,300
2018-09-09 17:00:00,15,2,160,250,450,300
2018-09-09 18:00:00,-7,8,160,100,300,225
2018-09-09 19:00:00,4,4,160,100,150,300
2018-09-09 20:00:00,17,8,200,50,750,375
2018-09-09 21:00:00,-12,4,80,250,750,375
2018-09-09 22:00:00,2,10,40,150,150,300
2018-09-09 23:00:00,-7,4,80,150,300,225
