Date,Temp,CO,NO2,SO2,PM10,PM2_5
2018-05-06 0:00:00,-19,2,160,200,150,375
2018-05-06 1:00:00,-13,4,160,50,750,75
2018-05-06 2:00:00,16,6,160,50,750,375
2018-05-06 3:00:00,-8,2,200,50,450,375
2018-05-06 4:00:00,-11,10,200,150,150,375
2018-05-06 5:00:00,-5,10,120,150,300,225
2018-05-06 6:00:00,14,2,120,100,600,75
2018-05-06 7:00:00,-12,8,120,100,600,75
2018-05-06 8:00:00,10,10,120,50,750,225
2018-05-06 9:00:00,-3,2,160,100,150,300
2018-05-06 10:00:00,9,8,200,50,450,300
2018-05-06 11:00:00,15,8,40,200,600,300
2018-05-06 12:00:00,0,2,80,250,600,225
2018-05-06 13:00:00,17,6,120,100,600,75
2018-05-06 14:00:00,4,4,200,150,750,150
2018-05-06 15:00:00,11,6,120,250,150,225
2018-05-06 16:00:00,-7,6,120,150,300,225
2018-05-06 17:00:00,16,2,80,100,600,300
2018-05-06 18:00:00,14,6,200,50,600,150
2018-05-06 19:00:00,-19,2,200,100,750,75
2018-05-06 20:00:00,-19,10,80,100,600,300
2018-05-06 21:00:00,-19,4,160,250,750,300
2018-05-06 22:00:00,-13,8,80,50,600,225
2018-05-06 23:00:00,11,6,120,200,750,375
