Date,Temp,CO,NO2,SO2,PM10,PM2_5
2018-01-11 0:00:00,7,6,40,250,600,75
2018-01-11 1:00:00,9,4,200,100,450,150
2018-01-11 2:00:00,8,8,80,250,750,150
2018-01-11 3:00:00,17,4,200,50,450,300
2018-01-11 4:00:00,-2,4,160,150,600,150
2018-01-11 5:00:00,0,10,80,150,600,75
2018-01-11 6:00:00,-13,8,160,50,600,75
2018-01-11 7:00:00,-15,10,120,100,750,375
2018-01-11 8:00:00,12,8,40,100,750,75
2018-01-11 9:00:00,1,2,160,250,150,375
2018-01-11 10:00:00,-11,4,40,200,300,375
2018-01-11 11:00:00,10,2,80,50,150,225
2018-01-11 12:00:00,16,8,160,150,750,150
2018-01-11 13:00:00,19,10,80,100,150,375
2018-01-11 14:00:00,13,8,200,100,450,300
2018-01-11 15:00:00,11,2,160,100,300,375
2018-01-11 16:00:00,-17,8,120,50,450,225
2018-01-11 17:00:00,17,2,200,150,450,150
2018-01-11 18:00:00,6,10,160,50,150,150
2018-01-11 19:00:00,-6,2,40,150,600,150
2018-01-11 20:00:00,-6,4,80,150,750,300
2018-01-11 21:00:00,12,2,160,50,750,75
2018-01-11 22:00:00,-12,4,200,150,150,225
2018-01-11 23:00:00,2,4,160,150,150,300
