Date,Temp,CO,NO2,SO2,PM10,PM2_5
2018-12-15 0:00:00,1,2,80,100,150,75
2018-12-15 1:00:00,12,4,160,200,300,300
2018-12-15 2:00:00,-18,2,160,250,300,375
2018-12-15 3:00:00,16,10,200,250,450,300
2018-12-15 4:00:00,3,10,200,50,600,300
2018-12-15 5:00:00,-19,10,160,250,300,75
2018-12-15 6:00:00,8,2,80,200,600,150
2018-12-15 7:00:00,-12,10,40,50,300,300
2018-12-15 8:00:00,7,8,160,150,600,375
2018-12-15 9:00:00,-8,8,40,200,300,150
2018-12-15 10:00:00,14,6,200,250,750,150
2018-12-15 11:00:00,-17,8,120,100,450,75
2018-12-15 12:00:00,-13,2,160,250,750,375
2018-12-15 13:00:00,-16,10,120,200,750,225
2018-12-15 14:00:00,-18,2,40,250,300,75
2018-12-15 15:00:00,12,4,120,150,750,375
2018-12-15 16:00:00,-3,2,200,200,150,375
2018-12-15 17:00:00,-15,4,40,200,750,300
2018-12-15 18:00:00,6,6,200,100,600,300
2018-12-15 19:00:00,18,2,80,100,150,225
2018-12-15 20:00:00,4,6,80,200,300,300
2018-12-15 21:00:00,-1,10,200,50,300,150
2018-12-15 22:00:00,4,2,160,150,750,225
2018-12-15 23:00:00,-19,8,200,100,750,225
