Date,Temp,CO,NO2,SO2,PM10,PM2_5
2018-05-03 0:00:00,-13,8,160,150,150,225
2018-05-03 1:00:00,-1,2,200,50,150,75
2018-05-03 2:00:00,-2,8,120,150,600,375
2018-05-03 3:00:00,6,8,120,100,600,225
2018-05-03 4:00:00,-12,4,160,150,750,75
2018-05-03 5:00:00,-2,4,40,250,150,300
2018-05-03 6:00:00,-14,4,200,50,150,300
2018-05-03 7:00:00,-7,6,80,200,150,375
2018-05-03 8:00:00,-16,2,120,50,450,375
2018-05-03 9:00:00,-8,8,200,100,450,150
2018-05-03 10:00:00,1,2,40,150,450,225
2018-05-03 11:00:00,-11,10,200,200,750,300
2018-05-03 12:00:00,-13,8,80,100,150,225
2018-05-03 13:00:00,-10,4,120,250,750,225
2018-05-03 14:00:00,1,2,160,50,150,150
2018-05-03 15:00:00,-8,10,120,200,600,225
2018-05-03 16:00:00,-14,10,120,50,600,150
2018-05-03 17:00:00,-9,2,80,150,600,375
2018-05-03 18:00:00,18,8,120,250,750,225
2018-05-03 19:00:00,19,8,80,250,600,300
2018-05-03 20:00:00,9,10,200,150,600,225
2018-05-03 21:00:00,11,4,80,150,750,300
2018-05-03 22:00:00,-12,4,200,200,600,300
2018-05-03 23:00:00,0,10,160,50,600,375
