Date,Temp,CO,NO2,SO2,PM10,PM2_5
2018-09-20 0:00:00,-15,2,200,50,300,300
2018-09-20 1:00:00,-18,2,80,250,150,375
2018-09-20 2:00:00,-19,8,120,150,600,150
2018-09-20 3:00:00,-17,8,80,50,300,300
2018-09-20 4:00:00,2,2,80,200,300,375
2018-09-20 5:00:00,9,6,160,50,750,150
2018-09-20 6:00:00,-7,10,160,250,450,375
2018-09-20 7:00:00,16,10,40,50,600,150
2018-09-20 8:00:00,-12,10,80,100,750,75
2018-09-20 9:00:00,-6,10,200,150,600,225
2018-09-20 10:00:00,19,4,120,200,750,300
2018-09-20 11:00:00,-11,2,160,250,750,225
2018-09-20 12:00:00,10,2,120,200,300,75
2018-09-20 13:00:00,10,6,120,50,750,75
2018-09-20 14:00:00,4,2,80,100,150,225
2018-09-20 15:00:00,16,4,200,50,600,300
2018-09-20 16:00:00,-14,8,160,50,750,225
2018-09-20 17:00:00,1,4,80,200,600,300
2018-09-20 18:00:00,-13,10,200,200,450,75
2018-09-20 19:00:00,-1,10,120,150,150,75
2018-09-20 20:00:00,19,8,200,200,750,225
2018-09-20 21:00:00,-10,6,40,250,600,300
2018-09-20 22:00:00,12,4,160,200,300,75
2018-09-20 23:00:00,-15,6,40,200,300,150
