Date,Temp,CO,NO2,SO2,PM10,PM2_5
2018-06-19 0:00:00,-4,10,200,50,450,150
2018-06-19 1:00:00,18,10,80,250,450,150
2018-06-19 2:00:00,-8,6,40,50,750,150
2018-06-19 3:00:00,-2,6,80,100,750,75
2018-06-19 4:00:00,-3,8,120,100,450,375
2018-06-19 5:00:00,-17,10,40,200,450,150
2018-06-19 6:00:00,-3,10,120,50,600,375
2018-06-19 7:00:00,6,4,80,250,450,75
2018-06-19 8:00:00,3,2,40,200,300,150
2018-06-19 9:00:00,15,6,160,100,750,225
2018-06-19 10:00:00,-12,4,160,250,450,225
2018-06-19 11:00:00,-1,6,120,100,750,300
2018-06-19 12:00:00,0,8,40,50,600,150
2018-06-19 13:00:00,-12,2,80,200,450,150
2018-06-19 14:00:00,11,2,160,100,750,150
2018-06-19 15:00:00,-9,6,120,150,750,375
2018-06-19 16:00:00,-14,6,200,50,600,150
2018-06-19 17:00:00,5,6,80,250,300,75
2018-06-19 18:00:00,-4,8,40,200,600,150
2018-06-19 19:00:00,-3,4,80,50,600,225
2018-06-19 20:00:00,-11,4,80,200,300,375
2018-06-19 21:00:00,-6,6,200,250,150,225
2018-06-19 22:00:00,-1,8,160,150,450,375
2018-06-19 23:00:00,4,2,160,200,150,75
