Date,Temp,CO,NO2,SO2,PM10,PM2_5
2018-04-29 0:00:00,18,8,80,100,300,300
2018-04-29 1:00:00,-18,10,120,100,300,75
2018-04-29 2:00:00,6,2,80,50,600,225
2018-04-29 3:00:00,-1,8,120,200,750,150
2018-04-29 4:00:00,9,4,80,250,750,375
2018-04-29 5:00:00,-11,2,200,250,600,300
2018-04-29 6:00:00,-8,2,40,100,750,225
2018-04-29 7:00:00,-18,10,200,100,600,225
2018-04-29 8:00:00,1,8,40,150,750,375
2018-04-29 9:00:00,-16,8,120,200,600,150
2018-04-29 10:00:00,-8,2,160,50,300,300
2018-04-29 11:00:00,12,10,120,250,300,150
2018-04-29 12:00:00,-2,8,40,50,300,150
2018-04-29 13:00:00,-12,8,120,100,450,150
2018-04-29 14:00:00,9,10,80,250,750,300
2018-04-29 15:00:00,0,4,40,150,300,150
2018-04-29 16:00:00,19,8,120,250,450,225
2018-04-29 17:00:00,-18,4,80,100,450,375
2018-04-29 18:00:00,-16,4,40,150,600,150
2018-04-29 19:00:00,-3,6,80,200,750,150
2018-04-29 20:00:00,-10,4,200,250,300,375
2018-04-29 21:00:00,-10,6,80,50,750,75
2018-04-29 22:00:00,7,2,120,100,600,300
2018-04-29 23:00:00,5,8,120,100,750,75
