Date,Temp,CO,NO2,SO2,PM10,PM2_5
2018-09-08 0:00:00,-5,10,160,200,750,150
2018-09-08 1:00:00,5,2,40,200,300,75
2018-09-08 2:00:00,-11,10,120,100,450,375
2018-09-08 3:00:00,1,6,160,250,300,225
2018-09-08 4:00:00,6,4,120,250,150,225
2018-09-08 5:00:00,12,4,120,250,450,375
2018-09-08 6:00:00,-13,10,40,250,600,75
2018-09-08 7:00:00,-12,8,160,250,150,75
2018-09-08 8:00:00,15,6,120,200,300,225
2018-09-08 9:00:00,-1,2,200,100,600,375
2018-09-08 10:00:00,14,6,200,100,750,375
2018-09-08 11:00:00,12,8,120,150,750,375
2018-09-08 12:00:00,-11,6,160,150,300,75
2018-09-08 13:00:00,-12,6,40,250,600,300
2018-09-08 14:00:00,3,10,200,150,450,150
2018-09-08 15:00:00,18,4,200,200,450,75
2018-09-08 16:00:00,-11,4,160,100,300,300
2018-09-08 17:00:00,-14,2,80,150,450,300
2018-09-08 18:00:00,13,8,120,100,750,225
2018-09-08 19:00:00,-12,8,80,100,300,150
2018-09-08 20:00:00,5,2,160,150,450,225
2018-09-08 21:00:00,5,4,120,200,450,225
2018-09-08 22:00:00,-18,8,40,200,150,375
2018-09-08 23:00:00,18,4,40,200,750,75
