Date,Temp,CO,NO2,SO2,PM10,PM2_5
2018-05-10 0:00:00,-10,2,200,150,450,300
2018-05-10 1:00:00,-1,10,200,250,750,375
2018-05-10 2:00:00,-1,4,80,100,450,300
2018-05-10 3:00:00,2,6,200,200,750,300
2018-05-10 4:00:00,4,6,80,250,600,225
2018-05-10 5:00:00,-2,2,160,250,300,225
2018-05-10 6:00:00,-18,4,200,200,300,75
2018-05-10 7:00:00,-1,8,200,150,450,150
2018-05-10 8:00:00,7,6,200,100,450,225
2018-05-10 9:00:00,17,4,160,200,750,75
2018-05-10 10:00:00,-10,6,80,100,300,225
2018-05-10 11:00:00,13,10,160,200,150,225
2018-05-10 12:00:00,-18,10,160,50,300,150
2018-05-10 13:00:00,0,8,120,100,450,75
2018-05-10 14:00:00,0,6,40,100,750,300
2018-05-10 15:00:00,-4,10,40,100,150,300
2018-05-10 16:00:00,4,8,80,100,150,75
2018-05-10 17:00:00,-9,4,80,200,750,225
2018-05-10 18:00:00,-13,6,160,150,450,375
2018-05-10 19:00:00,14,8,40,200,600,375
2018-05-10 20:00:00,3,8,160,50,450,375
2018-05-10 21:00:00,11,4,120,50,300,300
2018-05-10 22:00:00,14,2,120,50,150,300
2018-05-10 23:00:00,8,10,120,150,750,300
