Date,Temp,CO,NO2,SO2,PM10,PM2_5
2018-02-06 0:00:00,16,10,40,250,750,225
2018-02-06 1:00:00,-13,8,200,100,750,150
2018-02-06 2:00:00,-8,8,80,150,750,75
2018-02-06 3:00:00,15,10,160,200,300,375
2018-02-06 4:00:00,-14,6,40,100,750,150
2018-02-06 5:00:00,10,10,40,50,600,375
2018-02-06 6:00:00,-16,4,160,200,750,375
2018-02-06 7:00:00,6,4,200,200,600,300
2018-02-06 8:00:00,19,8,40,200,150,300
2018-02-06 9:00:00,-17,10,200,200,150,225
2018-02-06 10:00:00,-3,4,40,200,600,150
2018-02-06 11:00:00,-13,8,80,250,750,300
2018-02-06 12:00:00,19,4,80,50,600,300
2018-02-06 13:00:00,-10,4,200,50,600,225
2018-02-06 14:00:00,-3,6,40,200,750,150
2018-02-06 15:00:00,-11,10,80,200,750,150
2018-02-06 16:00:00,9,2,40,150,600,75
2018-02-06 17:00:00,-15,6,120,150,150,150
2018-02-06 18:00:00,-8,8,160,250,600,75
2018-02-06 19:00:00,-13,2,120,150,750,375
2018-02-06 20:00:00,-10,2,40,50,750,300
2018-02-06 21:00:00,-8,2,200,100,600,150
2018-02-06 22:00:00,-19,2,200,100,300,150
2018-02-06 23:00:00,12,4,200,150,600,75
