Date,Temp,CO,NO2,SO2,PM10,PM2_5
2018-01-22 0:00:00,-15,10,200,150,600,75
2018-01-22 1:00:00,5,4,120,50,750,375
2018-01-22 2:00:00,10,10,200,100,450,225
2018-01-22 3:00:00,-5,10,160,150,450,300
2018-01-22 4:00:00,-13,10,120,100,750,300
2018-01-22 5:00:00,14,6,120,150,750,300
2018-01-22 6:00:00,-16,10,200,250,300,225
2018-01-22 7:00:00,2,2,120,50,750,225
2018-01-22 8:00:00,9,8,200,50,150,150
2018-01-22 9:00:00,-9,6,200,200,750,75
2018-01-22 10:00:00,7,10,80,200,150,300
2018-01-22 11:00:00,-19,2,200,250,750,150
2018-01-22 12:00:00,4,8,200,100,150,375
2018-01-22 13:00:00,-9,8,80,150,750,300
2018-01-22 14:00:00,-18,10,200,250,150,300
2018-01-22 15:00:00,14,4,80,250,300,225
2018-01-22 16:00:00,8,10,200,250,300,300
2018-01-22 17:00:00,7,6,40,50,600,225
2018-01-22 18:00:00,-17,2,80,50,300,375
2018-01-22 19:00:00,-3,10,80,100,600,225
2018-01-22 20:00:00,0,2,200,250,600,75
2018-01-22 21:00:00,6,8,160,250,150,150
2018-01-22 22:00:00,0,2,80,150,150,225
2018-01-22 23:00:00,-4,2,200,200,150,375
