Date,Temp,CO,NO2,SO2,PM10,PM2_5
2018-08-10 0:00:00,0,6,200,150,600,375
2018-08-10 1:00:00,-3,6,40,50,450,225
2018-08-10 2:00:00,3,2,200,150,450,225
2018-08-10 3:00:00,-5,10,120,50,450,75
2018-08-10 4:00:00,-14,10,40,50,300,375
2018-08-10 5:00:00,-3,2,80,50,150,225
2018-08-10 6:00:00,11,2,200,100,300,150
2018-08-10 7:00:00,-7,8,200,100,600,75
2018-08-10 8:00:00,-11,2,40,200,450,375
2018-08-10 9:00:00,-12,10,160,100,150,300
2018-08-10 10:00:00,1,2,40,50,750,300
2018-08-10 11:00:00,-15,4,120,150,600,75
2018-08-10 12:00:00,14,6,200,250,150,75
2018-08-10 13:00:00,9,2,40,150,600,225
2018-08-10 14:00:00,5,8,200,100,600,300
2018-08-10 15:00:00,-12,4,40,100,450,300
2018-08-10 16:00:00,14,4,120,150,600,300
2018-08-10 17:00:00,-5,4,120,200,750,225
2018-08-10 18:00:00,5,8,160,50,150,375
2018-08-10 19:00:00,14,8,80,150,600,375
2018-08-10 20:00:00,-2,4,80,150,450,375
2018-08-10 21:00:00,-7,2,200,200,750,225
2018-08-10 22:00:00,10,4,40,200,300,300
2018-08-10 23:00:00,10,2,80,200,150,150
