Date,Temp,CO,NO2,SO2,PM10,PM2_5
2018-03-08 0:00:00,-15,6,80,200,600,375
2018-03-08 1:00:00,14,6,40,100,450,150
2018-03-08 2:00:00,14,8,40,150,750,375
2018-03-08 3:00:00,0,4,160,50,750,75
2018-03-08 4:00:00,7,8,40,200,600,300
2018-03-08 5:00:00,-15,10,160,250,600,225
2018-03-08 6:00:00,6,2,40,50,600,225
2018-03-08 7:00:00,-2,6,200,100,750,150
2018-03-08 8:00:00,17,6,120,250,600,75
2018-03-08 9:00:00,13,6,120,100,750,300
2018-03-08 10:00:00,19,4,80,100,750,75
2018-03-08 11:00:00,4,2,40,50,750,375
2018-03-08 12:00:00,16,10,200,50,600,150
2018-03-08 13:00:00,-10,4,160,50,450,150
2018-03-08 14:00:00,-9,6,80,150,300,375
2018-03-08 15:00:00,13,2,40,100,750,75
2018-03-08 16:00:00,17,6,160,50,150,300
2018-03-08 17:00:00,-16,8,40,200,450,375
2018-03-08 18:00:00,-11,8,160,50,750,75
2018-03-08 19:00:00,13,8,40,150,450,75
2018-03-08 20:00:00,-5,6,120,150,150,225
2018-03-08 21:00:00,-17,6,200,250,300,150
2018-03-08 22:00:00,-6,10,120,50,300,225
2018-03-08 23:00:00,-10,6,120,200,600,75
