Date,Temp,CO,NO2,SO2,PM10,PM2_5
2018-02-08 0:00:00,-8,6,120,150,600,225
2018-02-08 1:00:00,12,2,40,50,300,75
2018-02-08 2:00:00,-11,10,200,250,300,300
2018-02-08 3:00:00,16,8,200,150,600,225
2018-02-08 4:00:00,11,8,40,50,750,300
2018-02-08 5:00:00,-18,2,40,250,300,225
2018-02-08 6:00:00,7,2,200,50,300,150
2018-02-08 7:00:00,-4,4,40,200,750,300
2018-02-08 8:00:00,6,8,80,150,300,375
2018-02-08 9:00:00,-2,8,120,100,450,225
2018-02-08 10:00:00,2,2,120,200,150,75
2018-02-08 11:00:00,19,10,40,200,600,375
2018-02-08 12:00:00,-10,6,120,250,450,375
2018-02-08 13:00:00,5,2,120,250,750,300
2018-02-08 14:00:00,-5,2,80,150,150,225
2018-02-08 15:00:00,5,4,160,150,150,75
2018-02-08 16:00:00,-16,8,200,150,150,75
2018-02-08 17:00:00,0,2,120,150,450,75
2018-02-08 18:00:00,1,10,160,150,450,375
2018-02-08 19:00:00,4,2,120,200,600,375
2018-02-08 20:00:00,18,8,80,250,750,150
2018-02-08 21:00:00,10,2,200,100,750,75
2018-02-08 22:00:00,3,6,120,50,450,75
2018-02-08 23:00:00,-14,8,200,200,600,150
