Date,Temp,CO,NO2,SO2,PM10,PM2_5
2018-03-13 0:00:00,2,2,160,150,450,300
2018-03-13 1:00:00,-5,8,160,100,450,300
2018-03-13 2:00:00,-15,10,40,200,750,75
2018-03-13 3:00:00,-7,10,40,200,750,375
2018-03-13 4:00:00,14,4,200,50,600,375
2018-03-13 5:00:00,-17,6,160,200,300,75
2018-03-13 6:00:00,-13,8,120,50,150,300
2018-03-13 7:00:00,-15,4,200,250,600,150
2018-03-13 8:00:00,-9,2,120,100,300,300
2018-03-13 9:00:00,13,6,40,200,450,75
2018-03-13 10:00:00,-13,6,80,50,600,150
2018-03-13 11:00:00,11,2,80,150,300,150
2018-03-13 12:00:00,-11,10,160,50,750,375
2018-03-13 13:00:00,-5,4,200,150,150,300
2018-03-13 14:00:00,0,2,160,100,300,75
2018-03-13 15:00:00,15,10,160,50,600,225
2018-03-13 16:00:00,5,6,120,250,300,75
2018-03-13 17:00:00,-4,10,80,150,600,150
2018-03-13 18:00:00,18,6,40,100,450,75
2018-03-13 19:00:00,6,10,200,200,150,375
2018-03-13 20:00:00,-7,2,120,150,300,300
2018-03-13 21:00:00,10,6,160,50,450,300
2018-03-13 22:00:00,-10,2,40,200,450,150
2018-03-13 23:00:00,9,6,200,100,300,75
