Date,Temp,CO,NO2,SO2,PM10,PM2_5
2018-09-27 0:00:00,-13,6,120,250,150,375
2018-09-27 1:00:00,14,2,120,50,300,300
2018-09-27 2:00:00,12,4,80,200,150,75
2018-09-27 3:00:00,-18,2,40,150,600,375
2018-09-27 4:00:00,-4,6,80,150,600,225
2018-09-27 5:00:00,9,6,80,150,600,375
2018-09-27 6:00:00,0,2,40,250,450,150
2018-09-27 7:00:00,1,2,80,50,150,375
2018-09-27 8:00:00,-10,6,80,200,150,150
2018-09-27 9:00:00,-5,2,160,50,750,225
2018-09-27 10:00:00,-16,6,160,100,150,375
2018-09-27 11:00:00,9,2,120,50,300,300
2018-09-27 12:00:00,19,8,120,250,600,375
2018-09-27 13:00:00,-8,2,160,100,750,150
2018-09-27 14:00:00,13,10,40,50,600,75
2018-09-27 15:00:00,6,4,160,150,600,75
2018-09-27 16:00:00,-12,2,120,250,750,300
2018-09-27 17:00:00,-17,8,200,250,450,150
2018-09-27 18:00:00,-16,6,40,250,450,75
2018-09-27 19:00:00,9,6,120,150,750,225
2018-09-27 20:00:00,-18,6,80,150,600,150
2018-09-27 21:00:00,1,2,160,250,750,225
2018-09-27 22:00:00,-2,10,80,150,450,375
2018-09-27 23:00:00,0,8,80,250,450,225
