Date,Temp,CO,NO2,SO2,PM10,PM2_5
2018-10-16 0:00:00,-15,8,200,150,150,225
2018-10-16 1:00:00,9,2,200,200,750,150
2018-10-16 2:00:00,-9,4,80,150,450,150
2018-10-16 3:00:00,-6,4,200,250,150,75
2018-10-16 4:00:00,9,8,40,50,750,300
2018-10-16 5:00:00,16,10,80,250,150,75
2018-10-16 6:00:00,5,4,160,50,750,300
2018-10-16 7:00:00,-14,4,80,250,300,300
2018-10-16 8:00:00,-18,2,40,200,150,150
2018-10-16 9:00:00,-3,10,200,100,600,75
2018-10-16 10:00:00,-19,10,160,50,300,75
2018-10-16 11:00:00,4,2,40,100,300,75
2018-10-16 12:00:00,4,2,40,100,300,150
2018-10-16 13:00:00,11,2,40,150,750,225
2018-10-16 14:00:00,-8,2,80,150,450,75
2018-10-16 15:00:00,11,8,160,50,150,375
2018-10-16 16:00:00,-8,10,120,250,150,300
2018-10-16 17:00:00,-10,6,40,100,450,75
2018-10-16 18:00:00,16,8,160,200,300,150
2018-10-16 19:00:00,9,8,160,100,300,75
2018-10-16 20:00:00,5,4,120,100,450,375
2018-10-16 21:00:00,-3,8,80,200,450,75
2018-10-16 22:00:00,-5,8,200,50,300,375
2018-10-16 23:00:00,13,8,120,200,750,375
