Date,Temp,CO,NO2,SO2,PM10,PM2_5
2018-04-27 0:00:00,-19,6,200,50,450,375
2018-04-27 1:00:00,0,2,40,100,450,375
2018-04-27 2:00:00,0,2,120,150,750,300
2018-04-27 3:00:00,11,8,160,100,300,375
2018-04-27 4:00:00,8,4,80,50,300,375
2018-04-27 5:00:00,-9,6,40,200,300,375
2018-04-27 6:00:00,18,4,160,250,600,75
2018-04-27 7:00:00,14,10,40,200,750,75
2018-04-27 8:00:00,3,10,160,100,450,300
2018-04-27 9:00:00,-5,8,120,150,300,375
2018-04-27 10:00:00,9,6,200,200,750,150
2018-04-27 11:00:00,8,10,80,250,450,225
2018-04-27 12:00:00,-2,8,120,250,750,225
2018-04-27 13:00:00,2,2,120,100,450,225
2018-04-27 14:00:00,-6,10,200,200,750,225
2018-04-27 15:00:00,19,4,200,100,450,300
2018-04-27 16:00:00,-10,2,200,50,600,375
2018-04-27 17:00:00,12,4,160,150,750,150
2018-04-27 18:00:00,-19,6,40,150,600,300
2018-04-27 19:00:00,-6,6,120,50,150,375
2018-04-27 20:00:00,19,2,80,200,750,375
2018-04-27 21:00:00,-10,10,200,150,300,375
2018-04-27 22:00:00,-6,2,120,150,750,300
2018-04-27 23:00:00,-1,10,80,150,600,75
