Date,Temp,CO,NO2,SO2,PM10,PM2_5
2018-05-09 0:00:00,17,8,200,150,750,75
2018-05-09 1:00:00,-14,10,200,50,600,75
2018-05-09 2:00:00,3,6,40,250,150,375
2018-05-09 3:00:00,-15,8,160,250,750,150
2018-05-09 4:00:00,1,10,40,50,750,300
2018-05-09 5:00:00,-6,8,200,250,600,75
2018-05-09 6:00:00,-4,6,200,100,750,225
2018-05-09 7:00:00,-2,10,40,150,450,375
2018-05-09 8:00:00,-16,2,200,150,750,225
2018-05-09 9:00:00,17,10,120,200,300,150
2018-05-09 10:00:00,1,2,120,250,150,375
2018-05-09 11:00:00,-7,2,120,200,600,225
2018-05-09 12:00:00,-9,10,200,100,450,300
2018-05-09 13:00:00,2,2,40,150,750,300
2018-05-09 14:00:00,-10,4,80,200,750,375
2018-05-09 15:00:00,4,6,160,200,300,150
2018-05-09 16:00:00,1,6,200,150,300,300
2018-05-09 17:00:00,10,6,40,100,600,225
2018-05-09 18:00:00,-18,2,80,150,150,300
2018-05-09 19:00:00,-12,6,120,250,150,75
2018-05-09 20:00:00,15,8,200,150,300,300
2018-05-09 21:00:00,0,2,80,150,750,225
2018-05-09 22:00:00,14,10,80,150,150,300
2018-05-09 23:00:00,16,4,200,250,450,225
