Date,Temp,CO,NO2,SO2,PM10,PM2_5
2018-02-22 0:00:00,-16,2,80,200,450,300
2018-02-22 1:00:00,-1,8,200,200,450,150
2018-02-22 2:00:00,-3,2,200,50,300,150
2018-02-22 3:00:00,-17,10,40,150,450,375
2018-02-22 4:00:00,3,4,200,200,300,75
2018-02-22 5:00:00,18,4,200,100,750,150
2018-02-22 6:00:00,16,4,40,250,600,75
2018-02-22 7:00:00,-15,6,200,250,150,375
2018-02-22 8:00:00,0,4,200,250,150,375
2018-02-22 9:00:00,0,10,80,200,450,300
2018-02-22 10:00:00,-9,10,200,100,450,300
2018-02-22 11:00:00,-15,4,120,50,750,150
2018-02-22 12:00:00,-7,4,40,200,600,150
2018-02-22 13:00:00,-14,8,200,100,300,375
2018-02-22 14:00:00,19,4,200,100,600,225
2018-02-22 15:00:00,13,10,160,200,450,75
2018-02-22 16:00:00,-14,8,160,250,600,300
2018-02-22 17:00:00,7,8,120,50,300,75
2018-02-22 18:00:00,18,4,160,200,450,225
2018-02-22 19:00:00,-5,10,40,150,600,300
2018-02-22 20:00:00,5,8,200,150,150,375
2018-02-22 21:00:00,-9,10,80,100,300,375
2018-02-22 22:00:00,11,2,80,50,450,375
2018-02-22 23:00:00,9,2,160,150,600,150
